program,id_filiere,filiere_nom,match_type
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",64,Management,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",68,Gestion des ressources humaines,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",71,Marketing et communication,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",78,Transport logistique,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",79,Commerce international,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",80,Management des organisations,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",97,Audit et Contrôle de Gestion,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",105,Comptabilité,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",118,Ingénierie Financière,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",121,Communication,name
"Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. HA-2019 RepSEN/Ensup-priv/HA/060-2019 1. Licence en transport-logistique; 2. Licence en commerce international; 3. Licence en marketing et communication des entreprises; 4. Licence en gestion des entreprises et administration; 5. Licence en finance, banque, assurance; 6. Licence en comptabilité; 7. Licence en informatique de gestion; 8. Master en comptabilité; 9. Master en marketing et communication des entreprises; 10. Master en finance, banque, assurance; 11. Master en gestion des ressources humaines. 1. Licence en gestion des ressources humaines ; 2. Licence en ingénierie financière ; 3. Licence en audit et contrôle de gestion ; 4. Licence en ingénierie de la micro-finance ; 5. Licence en assistanat de gestion/ PME/PME ; 6. Licence en management des organisations et institutions publiques ; 7. Master transport logistique 8. Master management commercial et gestion de la qualité ; 9. Master commerce international ; 10. Master marketing et communication ; 11. Master gestion des entreprises et administration ; 12. Master ingénierie financière ; 13. Master en audit et contrôle de gestion ; 14. Master en ingénierie de la micro-finance ; 15. Master en informatique de gestion ; 16. Master en assistanat de gestion/ PME/PME ; 17. Master en management des organisations et institutions publiques. Institut Universitaire Professionnel en Santé (IUP Santé) HA-2021 RepSEN/Ensup-priv/HA/073-2021 1. Licence en sciences infirmières et obstétricales (LSIO), option: infirmier; 2. Licence en sciences infirmières et obstréticales (LSIO), option: sage-femme. 42",155,Commercial,name
"Licence en management de la distribution automobile; 2. Licence en maintenance industrielle; 3. Licence en marketing et communication; 4. Licence en commerce international; 5. Licence en transport-logistique. 1. Licence en mécanique, option: électromécanique. SUN HI TECH3 Africa Institut Supérieur des Sciences de la Santé (SUP DE SANTE) Ecole Supérieure de Commerce Dakar (SUP DE CO) - Institut Mercure ; - Exécutive Center ; - Institut Supérieur des Transports. HA-2018 RepSEN/Ensup-priv/HA/046-2018 1. Licence en graphisme; 2. Licence en audiovisuel; 3. Licence en journalisme. HA-2018 RepSEN/Ensup-priv/HA/037-2018 1. Licence en sciences infirmières et obstétricales (LSIO), Option: Infirmier; 2. Licence en sciences infirmières et obstétricales (LSIO), Option: Sage-Femme. HA-2022 019 MESRI/ANAQ-SUP/SE/DIPriv/nmf 1. Licence professionnelle commerce international ; 2. Licence gestion des ressources humaines ; 3. Licence marketing-management ; 4. Licence finance-comptabilité ; 5. Licence marketing vente ; 6. Licence banque-assurance ; 7. Licence communication ; 8. Licence transport logistique ; 9. Licence génie logiciel ; 10. Licence management des systèmes d'information ; 11. Licence réseaux et systèmes de sécurité; 12. Licence informatique et système embarqué; 1. Licence en santé publique, option: biologie; 2. Licence en santé publique, option: administration et gestion des services de santé; 3. Licence en santé publique, option: administration et gestion hospitalière; 4. Master en santé publique, option: biologie; 5. Master en santé publique, option: administration et gestion hospitalière; 6. Master en santé publique, option: administration et gestion des services de santé. 1. Licence en administration des affaires ; 2. Licence en informatique, option : ingénierie numérique ; 3. Licence en informatique, option : innovation, Management et technologies numériques ; 4. Licence professionnelle en technico-commercial ; 5. Licence professionnelle management des nouvelles technologies de l'information et de la communication; 6. Licence professionnelle audit et contrôle de gestion; 7. Licence professionnelle carrières juridiques; 8. Licence professionnelle management de l'immobilier; 9. Licence professionnelle transit; 43",1,Informatique,name
"Licence en management de la distribution automobile; 2. Licence en maintenance industrielle; 3. Licence en marketing et communication; 4. Licence en commerce international; 5. Licence en transport-logistique. 1. Licence en mécanique, option: électromécanique. SUN HI TECH3 Africa Institut Supérieur des Sciences de la Santé (SUP DE SANTE) Ecole Supérieure de Commerce Dakar (SUP DE CO) - Institut Mercure ; - Exécutive Center ; - Institut Supérieur des Transports. HA-2018 RepSEN/Ensup-priv/HA/046-2018 1. Licence en graphisme; 2. Licence en audiovisuel; 3. Licence en journalisme. HA-2018 RepSEN/Ensup-priv/HA/037-2018 1. Licence en sciences infirmières et obstétricales (LSIO), Option: Infirmier; 2. Licence en sciences infirmières et obstétricales (LSIO), Option: Sage-Femme. HA-2022 019 MESRI/ANAQ-SUP/SE/DIPriv/nmf 1. Licence professionnelle commerce international ; 2. Licence gestion des ressources humaines ; 3. Licence marketing-management ; 4. Licence finance-comptabilité ; 5. Licence marketing vente ; 6. Licence banque-assurance ; 7. Licence communication ; 8. Licence transport logistique ; 9. Licence génie logiciel ; 10. Licence management des systèmes d'information ; 11. Licence réseaux et systèmes de sécurité; 12. Licence informatique et système embarqué; 1. Licence en santé publique, option: biologie; 2. Licence en santé publique, option: administration et gestion des services de santé; 3. Licence en santé publique, option: administration et gestion hospitalière; 4. Master en santé publique, option: biologie; 5. Master en santé publique, option: administration et gestion hospitalière; 6. Master en santé publique, option: administration et gestion des services de santé. 1. Licence en administration des affaires ; 2. Licence en informatique, option : ingénierie numérique ; 3. Licence en informatique, option : innovation, Management et technologies numériques ; 4. Licence professionnelle en technico-commercial ; 5. Licence professionnelle management des nouvelles technologies de l'information et de la communication; 6. Licence professionnelle audit et contrôle de gestion; 7. Licence professionnelle carrières juridiques; 8. Licence professionnelle management de l'immobilier; 9. Licence professionnelle transit; 43",5,Gestion,name
"Licence en management de la distribution automobile; 2. Licence en maintenance industrielle; 3. Licence en marketing et communication; 4. Licence en commerce international; 5. Licence en transport-logistique. 1. Licence en mécanique, option: électromécanique. SUN HI TECH3 Africa Institut Supérieur des Sciences de la Santé (SUP DE SANTE) Ecole Supérieure de Commerce Dakar (SUP DE CO) - Institut Mercure ; - Exécutive Center ; - Institut Supérieur des Transports. HA-2018 RepSEN/Ensup-priv/HA/046-2018 1. Licence en graphisme; 2. Licence en audiovisuel; 3. Licence en journalisme. HA-2018 RepSEN/Ensup-priv/HA/037-2018 1. Licence en sciences infirmières et obstétricales (LSIO), Option: Infirmier; 2. Licence en sciences infirmières et obstétricales (LSIO), Option: Sage-Femme. HA-2022 019 MESRI/ANAQ-SUP/SE/DIPriv/nmf 1. Licence professionnelle commerce international ; 2. Licence gestion des ressources humaines ; 3. Licence marketing-management ; 4. Licence finance-comptabilité ; 5. Licence marketing vente ; 6. Licence banque-assurance ; 7. Licence communication ; 8. Licence transport logistique ; 9. Licence génie logiciel ; 10. Licence management des systèmes d'information ; 11. Licence réseaux et systèmes de sécurité; 12. Licence informatique et système embarqué; 1. Licence en santé publique, option: biologie; 2. Licence en santé publique, option: administration et gestion des services de santé; 3. Licence en santé publique, option: administration et gestion hospitalière; 4. Master en santé publique, option: biologie; 5. Master en santé publique, option: administration et gestion hospitalière; 6. Master en santé publique, option: administration et gestion des services de santé. 1. Licence en administration des affaires ; 2. Licence en informatique, option : ingénierie numérique ; 3. Licence en informatique, option : innovation, Management et technologies numériques ; 4. Licence professionnelle en technico-commercial ; 5. Licence professionnelle management des nouvelles technologies de l'information et de la communication; 6. Licence professionnelle audit et contrôle de gestion; 7. Licence professionnelle carrières juridiques; 8. Licence professionnelle management de l'immobilier; 9. Licence professionnelle transit; 43",7,Marketing,name
"Licence en management de la distribution automobile; 2. Licence en maintenance industrielle; 3. Licence en marketing et communication; 4. Licence en commerce international; 5. Licence en transport-logistique. 1. Licence en mécanique, option: électromécanique. SUN HI TECH3 Africa Institut Supérieur des Sciences de la Santé (SUP DE SANTE) Ecole Supérieure de Commerce Dakar (SUP DE CO) - Institut Mercure ; - Exécutive Center ; - Institut Supérieur des Transports. HA-2018 RepSEN/Ensup-priv/HA/046-2018 1. Licence en graphisme; 2. Licence en audiovisuel; 3. Licence en journalisme. HA-2018 RepSEN/Ensup-priv/HA/037-2018 1. Licence en sciences infirmières et obstétricales (LSIO), Option: Infirmier; 2. Licence en sciences infirmières et obstétricales (LSIO), Option: Sage-Femme. HA-2022 019 MESRI/ANAQ-SUP/SE/DIPriv/nmf 1. Licence professionnelle commerce international ; 2. Licence gestion des ressources humaines ; 3. Licence marketing-management ; 4. Licence finance-comptabilité ; 5. Licence marketing vente ; 6. Licence banque-assurance ; 7. Licence communication ; 8. Licence transport logistique ; 9. Licence génie logiciel ; 10. Licence management des systèmes d'information ; 11. Licence réseaux et systèmes de sécurité; 12. Licence informatique et système embarqué; 1. Licence en santé publique, option: biologie; 2. Licence en santé publique, option: administration et gestion des services de santé; 3. Licence en santé publique, option: administration et gestion hospitalière; 4. Master en santé publique, option: biologie; 5. Master en santé publique, option: administration et gestion hospitalière; 6. Master en santé publique, option: administration et gestion des services de santé. 1. Licence en administration des affaires ; 2. Licence en informatique, option : ingénierie numérique ; 3. Licence en informatique, option : innovation, Management et technologies numériques ; 4. Licence professionnelle en technico-commercial ; 5. Licence professionnelle management des nouvelles technologies de l'information et de la communication; 6. Licence professionnelle audit et contrôle de gestion; 7. Licence professionnelle carrières juridiques; 8. Licence professionnelle management de l'immobilier; 9. Licence professionnelle transit; 43",9,Génie Logiciel,name
"Licence en management de la distribution automobile; 2. Licence en maintenance industrielle; 3. Licence en marketing et communication; 4. Licence en commerce international; 5. Licence en transport-logistique. 1. Licence en mécanique, option: électromécanique. SUN HI TECH3 Africa Institut Supérieur des Sciences de la Santé (SUP DE SANTE) Ecole Supérieure de Commerce Dakar (SUP DE CO) - Institut Mercure ; - Exécutive Center ; - Institut Supérieur des Transports. HA-2018 RepSEN/Ensup-priv/HA/046-2018 1. Licence en graphisme; 2. Licence en audiovisuel; 3. Licence en journalisme. HA-2018 RepSEN/Ensup-priv/HA/037-2018 1. Licence en sciences infirmières et obstétricales (LSIO), Option: Infirmier; 2. Licence en sciences infirmières et obstétricales (LSIO), Option: Sage-Femme. HA-2022 019 MESRI/ANAQ-SUP/SE/DIPriv/nmf 1. Licence professionnelle commerce international ; 2. Licence gestion des ressources humaines ; 3. Licence marketing-management ; 4. Licence finance-comptabilité ; 5. Licence marketing vente ; 6. Licence banque-assurance ; 7. Licence communication ; 8. Licence transport logistique ; 9. Licence génie logiciel ; 10. Licence management des systèmes d'information ; 11. Licence réseaux et systèmes de sécurité; 12. Licence informatique et système embarqué; 1. Licence en santé publique, option: biologie; 2. Licence en santé publique, option: administration et gestion des services de santé; 3. Licence en santé publique, option: administration et gestion hospitalière; 4. Master en santé publique, option: biologie; 5. Master en santé publique, option: administration et gestion hospitalière; 6. Master en santé publique, option: administration et gestion des services de santé. 1. Licence en administration des affaires ; 2. Licence en informatique, option : ingénierie numérique ; 3. Licence en informatique, option : innovation, Management et technologies numériques ; 4. Licence professionnelle en technico-commercial ; 5. Licence professionnelle management des nouvelles technologies de l'information et de la communication; 6. Licence professionnelle audit et contrôle de gestion; 7. Licence professionnelle carrières juridiques; 8. Licence professionnelle management de l'immobilier; 9. Licence professionnelle transit; 43",20,Sciences infirmières,name
"Licence en management de la distribution automobile; 2. Licence en maintenance industrielle; 3. Licence en marketing et communication; 4. Licence en commerce international; 5. Licence en transport-logistique. 1. Licence en mécanique, option: électromécanique. SUN HI TECH3 Africa Institut Supérieur des Sciences de la Santé (SUP DE SANTE) Ecole Supérieure de Commerce Dakar (SUP DE CO) - Institut Mercure ; - Exécutive Center ; - Institut Supérieur des Transports. HA-2018 RepSEN/Ensup-priv/HA/046-2018 1. Licence en graphisme; 2. Licence en audiovisuel; 3. Licence en journalisme. HA-2018 RepSEN/Ensup-priv/HA/037-2018 1. Licence en sciences infirmières et obstétricales (LSIO), Option: Infirmier; 2. Licence en sciences infirmières et obstétricales (LSIO), Option: Sage-Femme. HA-2022 019 MESRI/ANAQ-SUP/SE/DIPriv/nmf 1. Licence professionnelle commerce international ; 2. Licence gestion des ressources humaines ; 3. Licence marketing-management ; 4. Licence finance-comptabilité ; 5. Licence marketing vente ; 6. Licence banque-assurance ; 7. Licence communication ; 8. Licence transport logistique ; 9. Licence génie logiciel ; 10. Licence management des systèmes d'information ; 11. Licence réseaux et systèmes de sécurité; 12. Licence informatique et système embarqué; 1. Licence en santé publique, option: biologie; 2. Licence en santé publique, option: administration et gestion des services de santé; 3. Licence en santé publique, option: administration et gestion hospitalière; 4. Master en santé publique, option: biologie; 5. Master en santé publique, option: administration et gestion hospitalière; 6. Master en santé publique, option: administration et gestion des services de santé. 1. Licence en administration des affaires ; 2. Licence en informatique, option : ingénierie numérique ; 3. Licence en informatique, option : innovation, Management et technologies numériques ; 4. Licence professionnelle en technico-commercial ; 5. Licence professionnelle management des nouvelles technologies de l'information et de la communication; 6. Licence professionnelle audit et contrôle de gestion; 7. Licence professionnelle carrières juridiques; 8. Licence professionnelle management de l'immobilier; 9. Licence professionnelle transit; 43",21,Sage-femme,name
